# Logfile created on 2026-03-18 22:15:44 +0100 by logger.rb/v1.5.3
2026-03-18 22:15:44 +0100: Memory Usage (426272K) : Starting running IHP-SG13G2 KLayout DRC runset on /foss/designs/ttihp26a-adex-neuron-ncs/gds/TOP_neuron.klay.gds
2026-03-18 22:15:44 +0100: Memory Usage (426272K) : Ruby Version for klayout: 3.2.3
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : Loading database to memory is complete.
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : IHP-SG13G2 KLayout DRC runset output at: /foss/designs/ttihp26a-adex-neuron-ncs/klayout/drc_run_neruon_noahp/TOP_neuron.klay_neruon_noahp_main.lyrdb
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : Evaluate switches.
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : tables selected: main
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : KLayout will use 1 thread(s) in tiling mode.
2026-03-18 22:15:44 +0100: Memory Usage (427584K) : deep mode is enabled.
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : FEOL enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : BEOL enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : OFFGRID enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : PIN enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : FORBIDDEN enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : RECOMMENDED enabled: true
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : PreCheck DRC enabled: false
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : CONNECTIVITY_RULES enabled: true.
2026-03-18 22:15:44 +0100: Memory Usage (427712K) : Read in polygons from layers.
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_drw has 405 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_pin has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_mask has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_filler has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_nofill has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_opc has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_iopc has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : activ_noqrc has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : biwind_drw has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : biwind_opc has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : pemwind_drw has 0 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : gatpoly_drw has 372 polygons
2026-03-18 22:15:44 +0100: Memory Usage (429044K) : gatpoly_pin has 93 polygons
